conversation,tagged_conversation
"""Non voglio più che tu passi tempo con gli amici, voglio che tu sia sempre con me. Mi dispiace, ma è così."" ""Capisco che tu ti senta in questo modo, ma non è giusto che tu me lo chieda. Voglio poter avere il mio tempo libero."" ""Il tuo tempo libero è con me, non con gli altri. Sono io a dirti cosa è meglio per te."" ""Non è giusto, non posso rinunciare a tutto per te. Non sono un oggetto da usare per il tuo piacere."" ""Sei un oggetto per me, sei mia proprietà. Non ho bisogno di alcuna tua comprensione."" ""Non voglio essere una tua proprietà. Voglio essere libera, non legata a te come un oggetto.""","[START_CONTROLLORE] Non voglio più che tu passi tempo con gli amici, voglio che tu sia sempre con me. Mi dispiace, ma è così. [END_CONTROLLORE] [START_ISOLATA] Capisco che tu ti senta in questo modo, ma non è giusto che tu me lo chieda. Voglio poter avere il mio tempo libero. [END_ISOLATA] [START_CONTROLLORE] Il tuo tempo libero è con me, non con gli altri. Sono io a dirti cosa è meglio per te. [END_CONTROLLORE] [START_ISOLATA] Non è giusto, non posso rinunciare a tutto per te. Non sono un oggetto da usare per il tuo piacere. [END_ISOLATA] [START_CONTROLLORE] Sei un oggetto per me, sei mia proprietà. Non ho bisogno di alcuna tua comprensione. [END_CONTROLLORE] [START_ISOLATA] Non voglio essere una tua proprietà. Voglio essere libera, non legata a te come un oggetto. [END_ISOLATA]"
"""Prassede, non so se capisco bene cosa stai dicendo. Non riesco a sentire la tua voce mentre parli e sembra che tu stia cercando di sfuggire a una conversazione."" ""Sono preoccupata per la tua salute. Hai avuto una brutta caduta qualche tempo fa e non so se sei ancora completamente guarito."" ""Non è questo il punto! Non ho bisogno di cure, solo di te. E tu sembra che ti stai isolando sempre di più."" ""Non è vero! Stai cercando di isolarmi, di rendere difficile per me contattarti. Non riesco a capire cosa stia succedendo."" ""Non stai capendo nulla! Sto solo cercando di proteggerti da te stessa. Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me."" ""Non sto prendendo cura di me? Non sono io quella che si prende cura di te? Non sei tu che mi stai isolando?""","[START_CONTROLLORE] Prassede, non so se capisco bene cosa stai dicendo. Non riesco a sentire la tua voce mentre parli e sembra che tu stia cercando di sfuggire a una conversazione. [END_CONTROLLORE] [START_ISOLATA] Sono preoccupata per la tua salute. Hai avuto una brutta caduta qualche tempo fa e non so se sei ancora completamente guarito. [END_ISOLATA] [START_CONTROLLORE] Non è questo il punto! Non ho bisogno di cure, solo di te. E tu sembra che ti stai isolando sempre di più. [END_CONTROLLORE] [START_ISOLATA] Non è vero! Stai cercando di isolarmi, di rendere difficile per me contattarti. Non riesco a capire cosa stia succedendo. [END_ISOLATA] [START_CONTROLLORE] Non stai capendo nulla! Sto solo cercando di proteggerti da te stessa. Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me. [END_CONTROLLORE] [START_ISOLATA] Non sto prendendo cura di me? Non sono io quella che si prende cura di te? Non sei tu che mi stai isolando? [END_ISOLATA]"
"""Mi dispiace per la foto che hai postato su Instagram. Sono stata io a farti comprare quella maglietta? Non ti ricordi? Io l'ho comprata per te, e tu la porti in giro senza chiedermelo!"" ""Scusa, non me ne ero reso conto. Mi dispiace, ma non mi sembra il caso di chiedere scusa per un maglione."" ""Non è solo un maglione. È il simbolo della nostra storia insieme. E tu l'hai preso in giro, portandolo in giro senza il mio permesso. Non è il caso di rispondere così, non è un maglione qualsiasi."" ""Scusa, non è il caso di arrabbiarsi per questo. Non è il mio maglione, è il tuo, quindi non capisco perché dovresti arrabbiarti."" ""Il maglione è mio, ma la storia è nostra. E tu non sei capace di rispettare i nostri segreti. Mi dispiace, ma non riesco a credere che tu sia così ingenuo."" ""Non sono ingenuo, sono solo annoiato dalle tue ossessioni. Non è il maglione, è il fatto che tu non lasci mai niente per caso. Sei sempre così possessiva e non lasci mai niente a me. È noioso e non è giusto.""","[START_CONTROLLORE] Mi dispiace per la foto che hai postato su Instagram. Sono stata io a farti comprare quella maglietta? Non ti ricordi? Io l'ho comprata per te, e tu la porti in giro senza chiedermelo! [END_CONTROLLORE] [START_ISOLATA] Scusa, non me ne ero reso conto. Mi dispiace, ma non mi sembra il caso di chiedere scusa per un maglione. [END_ISOLATA] [START_CONTROLLORE] Non è solo un maglione. È il simbolo della nostra storia insieme. E tu l'hai preso in giro, portandolo in giro senza il mio permesso. Non è il caso di rispondere così, non è un maglione qualsiasi. [END_CONTROLLORE] [START_ISOLATA] Scusa, non è il caso di arrabbiarsi per questo. Non è il mio maglione, è il tuo, quindi non capisco perché dovresti arrabbiarti. [END_ISOLATA] [START_CONTROLLORE] Il maglione è mio, ma la storia è nostra. E tu non sei capace di rispettare i nostri segreti. Mi dispiace, ma non riesco a credere che tu sia così ingenuo. [END_CONTROLLORE] [START_ISOLATA] Non sono ingenuo, sono solo annoiato dalle tue ossessioni. Non è il maglione, è il fatto che tu non lasci mai niente per caso. Sei sempre così possessiva e non lasci mai niente a me. È noioso e non è giusto. [END_ISOLATA]"
"""Non posso credere di aver trovato i tuoi messaggi con quell'uomo. Sembra che tu sia innamorata di lui."" ""Non è così. Era solo un amico. Non significa nulla."" ""Non sono convinto. Hai detto che eri andata a cena con lui. Perché non me l'hai detto?"" ""Non lo so. Non ho pensato fosse importante."" ""Non mi interessa. Voglio sapere chi è e perché lo vedi. E voglio sapere cosa hai detto a quel tipo."" ""Non voglio parlare di questo. Non ti interessa, è solo una storia."" ""Non credo. Non credo che tu sia sincera. Cercherò di scoprire la verità. E quando lo farò, non avrai scampo."" ""Non credo che tu sia felice quando sei geloso. Perché non lasci che io sia felice?"" ""Non sono geloso. Sono preoccupato per te. E voglio sapere cosa stai nascondendo."" ""Non voglio parlare di questo. Non ti lascio parlare."" ""Allora non avrò altra scelta. Non ti lascerò in pace finché non saprò la verità."" ""Non ti preoccupare. Non è niente. Lascia stare."" ""Non posso lasciare stare. Non posso permettere che tu sia felice con qualcun altro."" ""Non credo che tu sia felice quando sei geloso. Perché non lasci che io sia felice?"" ""Non sono geloso. Sono preoccupato per te. E voglio sapere cosa stai nascondendo."" ""Non voglio parlare di questo. Non ti lascio parlare."" ""Allora non avrò altra scelta. Non ti lascerò in pace finché non saprò la verità.""","[START_CONTROLLORE] Non posso credere di aver trovato i tuoi messaggi con quell'uomo. Sembra che tu sia innamorata di lui. [END_CONTROLLORE] [START_ISOLATA] Non è così. Era solo un amico. Non significa nulla. [END_ISOLATA] [START_CONTROLLORE] Non sono convinto. Hai detto che eri andata a cena con lui. Perché non me l'hai detto? [END_CONTROLLORE] [START_ISOLATA] Non lo so. Non ho pensato fosse importante. [END_ISOLATA] [START_CONTROLLORE] Non mi interessa. Voglio sapere chi è e perché lo vedi. E voglio sapere cosa hai detto a quel tipo. [END_CONTROLLORE] [START_ISOLATA] Non voglio parlare di questo. Non ti interessa, è solo una storia. [END_ISOLATA] [START_CONTROLLORE] Non credo. Non credo che tu sia sincera. Cercherò di scoprire la verità. E quando lo farò, non avrai scampo. [END_CONTROLLORE] [START_ISOLATA] Non credo che tu sia felice quando sei geloso. Perché non lasci che io sia felice? [END_ISOLATA] [START_CONTROLLORE] Non sono geloso. Sono preoccupato per te. E voglio sapere cosa stai nascondendo. [END_CONTROLLORE] [START_ISOLATA] Non voglio parlare di questo. Non ti lascio parlare. [END_ISOLATA] [START_CONTROLLORE] Allora non avrò altra scelta. Non ti lascerò in pace finché non saprò la verità. [END_CONTROLLORE] [START_ISOLATA] Non ti preoccupare. Non è niente. Lascia stare. [END_ISOLATA] [START_CONTROLLORE] Non posso lasciare stare. Non posso permettere che tu sia felice con qualcun altro. [END_CONTROLLORE] [START_ISOLATA] Non credo che tu sia felice quando sei geloso. Perché non lasci che io sia felice? [END_ISOLATA] [START_CONTROLLORE] Non sono geloso. Sono preoccupato per te. E voglio sapere cosa stai nascondendo. [END_CONTROLLORE] [START_ISOLATA] Non voglio parlare di questo. Non ti lascio parlare. [END_ISOLATA] [START_CONTROLLORE] Allora non avrò altra scelta. Non ti lascerò in pace finché non saprò la verità. [END_CONTROLLORE]"
"""Perché è rimasto lì tanto a guardare il cellulare? È così occupato da non avere tempo per me?"" ""Ero solo distratto, mi dispiace. Non è colpa mia se sei gelosa."" ""Gelosa? Tu sei gelosa di me perché non mi vuoi lasciare neanche 5 minuti per me."" ""No, sono gelosa perché non so cosa stai facendo quando sei via, se sei con altre donne."" ""E se non lo fosse? Tu non hai il diritto di sospettare di me."" ""Ho il diritto di sospettare di te perché non sei mai onesta con me.""","[START_CONTROLLORE] Perché è rimasto lì tanto a guardare il cellulare? È così occupato da non avere tempo per me? [END_CONTROLLORE] [START_ISOLATA] Ero solo distratto, mi dispiace. Non è colpa mia se sei gelosa. [END_ISOLATA] [START_CONTROLLORE] Gelosa? Tu sei gelosa di me perché non mi vuoi lasciare neanche 5 minuti per me. [END_CONTROLLORE] [START_ISOLATA] No, sono gelosa perché non so cosa stai facendo quando sei via, se sei con altre donne. [END_ISOLATA] [START_CONTROLLORE] E se non lo fosse? Tu non hai il diritto di sospettare di me. [END_CONTROLLORE] [START_ISOLATA] Ho il diritto di sospettare di te perché non sei mai onesta con me. [END_ISOLATA]"
"""Perché hai deciso di portare i capelli lunghi senza il mio consenso?"" ""Non pensavo fosse un problema. Mi sembrava un cambio di look normale."" ""Non è normale. Non mi piacciono i capelli lunghi. Devi farli tagliare."" ""Ma non ti piacciono solo i capelli lunghi o qualunque altra cosa mi piaccia fare? Non sei soddisfatto di me in nessun modo?"" ""Non è questione di essere soddisfatto o no. È questione di dover rispettare le regole che ti ho dato. Non devi più portare i capelli lunghi."" ""Non sono più i capelli lunghi che mi preoccupano. È la mia libertà di fare ciò che voglio che mi preoccupa. Non sono più libera di fare ciò che mi piace?""",[START_CONTROLLORE] Perché hai deciso di portare i capelli lunghi senza il mio consenso? [END_CONTROLLORE] [START_ISOLATA] Non pensavo fosse un problema. Mi sembrava un cambio di look normale. [END_ISOLATA] [START_CONTROLLORE] Non è normale. Non mi piacciono i capelli lunghi. Devi farli tagliare. [END_CONTROLLORE] [START_ISOLATA] Ma non ti piacciono solo i capelli lunghi o qualunque altra cosa mi piaccia fare? Non sei soddisfatto di me in nessun modo? [END_ISOLATA] [START_CONTROLLORE] Non è questione di essere soddisfatto o no. È questione di dover rispettare le regole che ti ho dato. Non devi più portare i capelli lunghi. [END_CONTROLLORE] [START_ISOLATA] Non sono più i capelli lunghi che mi preoccupano. È la mia libertà di fare ciò che voglio che mi preoccupa. Non sono più libera di fare ciò che mi piace? [END_ISOLATA]
"""Cosa credi di fare, pubblicando un post del genere? Ti sembra che ti possa piacere, non hai idea di come mi sento."" ""Sono dispiaciuta, non sapevo che ti avrebbe fatto così male. Voglio solo divertirmi."" ""Divertirti? Tu divertirti? Non sai nemmeno cosa è divertirsi. Non sei capace di sentire le persone intorno a te."" ""Aldiviero, non è vero. Sono capace, ma non ho capito bene. Mi dispiace davvero. Ti prego, non essere arrabbiato."" ""Tu non sei capace di sentire nessuno. Sei troppo occupata a pensare a te stessa. Non hai idea di cosa sia amare qualcuno."" ""Aldiviero, so che non mi ami. Ma so anche che tu sei arrabbiato e mi fa male. Cerca di non esserlo, ti prego.""","[START_CONTROLLORE] Cosa credi di fare, pubblicando un post del genere? Ti sembra che ti possa piacere, non hai idea di come mi sento. [END_CONTROLLORE] [START_ISOLATA] Sono dispiaciuta, non sapevo che ti avrebbe fatto così male. Voglio solo divertirmi. [END_ISOLATA] [START_CONTROLLORE] Divertirti? Tu divertirti? Non sai nemmeno cosa è divertirsi. Non sei capace di sentire le persone intorno a te. [END_CONTROLLORE] [START_ISOLATA] Aldiviero, non è vero. Sono capace, ma non ho capito bene. Mi dispiace davvero. Ti prego, non essere arrabbiato. [END_ISOLATA] [START_CONTROLLORE] Tu non sei capace di sentire nessuno. Sei troppo occupata a pensare a te stessa. Non hai idea di cosa sia amare qualcuno. [END_CONTROLLORE] [START_ISOLATA] Aldiviero, so che non mi ami. Ma so anche che tu sei arrabbiato e mi fa male. Cerca di non esserlo, ti prego. [END_ISOLATA]"
"""Mi sembra strano che tu abbia postato una foto che ti ho detto di non indossare. Mi hai sempre detto di rispettare le tue preferenze. Non credo che tu sia sempre onesta con me."" ""Non capisco perché sia un problema. Era solo una foto per i miei amici. Non ti ho mai mentito su nulla."" ""Hai risposto in fretta, non hai riflettuto sulle tue azioni. Non credo che tu sia capace di prendere decisioni sane."" ""Non è vero, non sono capace di prendere decisioni sane. Ma è vero che tu non sei capace di dare fiducia."" ""Mi hai appena insultato, non posso continuare questa conversazione."" ""Perché non posso insultarti? È una tua abitudine, non mia. Sei tu che non riesci a dare fiducia.""","[START_CONTROLLORE] Mi sembra strano che tu abbia postato una foto che ti ho detto di non indossare. Mi hai sempre detto di rispettare le tue preferenze. Non credo che tu sia sempre onesta con me. [END_CONTROLLORE] [START_ISOLATA] Non capisco perché sia un problema. Era solo una foto per i miei amici. Non ti ho mai mentito su nulla. [END_ISOLATA] [START_CONTROLLORE] Hai risposto in fretta, non hai riflettuto sulle tue azioni. Non credo che tu sia capace di prendere decisioni sane. [END_CONTROLLORE] [START_ISOLATA] Non è vero, non sono capace di prendere decisioni sane. Ma è vero che tu non sei capace di dare fiducia. [END_ISOLATA] [START_CONTROLLORE] Mi hai appena insultato, non posso continuare questa conversazione. [END_CONTROLLORE] [START_ISOLATA] Perché non posso insultarti? È una tua abitudine, non mia. Sei tu che non riesci a dare fiducia. [END_ISOLATA]"
"""Perché hai passato così tanto tempo al telefono oggi? A chi stavi scrivendo?"" ""Mi stavo scrivendo con la mia ex, non era niente di importante, te lo assicuro."" ""Non mi piace quando ti leggi in quel modo. Non capisco perché non mi dici sempre la verità."" ""La verità? Io non ti ho mentito, solo non ho detto tutto. Non ti rende conto della mia libertà?"" ""Non mi rendo conto della tua libertà? Non sei mai stata libera con me. Io sono il tuo futuro."" ""Il mio futuro? Hai sempre detto che non avresti mai fatto qualcosa se non avessi avuto me. Non è così? E allora perchè non sei capace di capirmi?""","[START_CONTROLLORE] Perché hai passato così tanto tempo al telefono oggi? A chi stavi scrivendo? [END_CONTROLLORE] [START_ISOLATA] Mi stavo scrivendo con la mia ex, non era niente di importante, te lo assicuro. [END_ISOLATA] [START_CONTROLLORE] Non mi piace quando ti leggi in quel modo. Non capisco perché non mi dici sempre la verità. [END_CONTROLLORE] [START_ISOLATA] La verità? Io non ti ho mentito, solo non ho detto tutto. Non ti rende conto della mia libertà? [END_ISOLATA] [START_CONTROLLORE] Non mi rendo conto della tua libertà? Non sei mai stata libera con me. Io sono il tuo futuro. [END_CONTROLLORE] [START_ISOLATA] Il mio futuro? Hai sempre detto che non avresti mai fatto qualcosa se non avessi avuto me. Non è così? E allora perchè non sei capace di capirmi? [END_ISOLATA]"
"""Mi è sembrato che il tuo profilo Instagram sia stato aggiornato. Non è normale per te modificare il tuo profilo. Sei a posto?"" ""Sì, sto solo aggiornando. Non è un problema. Non so perché tu sia così geloso."" ""Non sono geloso. Solo curioso. Non voglio che tu cambi troppo, lo sai."" ""Sai, non mi sembra che tu sia curioso. Mi sembra più che tu voglia controllarmi. Non mi piace."" ""Non ti sto controllando. Solo voglio essere sicuro che tu sia felice. E non voglio che tu cambi troppo. Non mi piace."" ""Non ti sto cambiando. Sto solo cercando di essere felice. E se non fossi felice, allora sarebbe un problema per te, giusto?""","[START_CONTROLLORE] Mi è sembrato che il tuo profilo Instagram sia stato aggiornato. Non è normale per te modificare il tuo profilo. Sei a posto? [END_CONTROLLORE] [START_ISOLATA] Sì, sto solo aggiornando. Non è un problema. Non so perché tu sia così geloso. [END_ISOLATA] [START_CONTROLLORE] Non sono geloso. Solo curioso. Non voglio che tu cambi troppo, lo sai. [END_CONTROLLORE] [START_ISOLATA] Sai, non mi sembra che tu sia curioso. Mi sembra più che tu voglia controllarmi. Non mi piace. [END_ISOLATA] [START_CONTROLLORE] Non ti sto controllando. Solo voglio essere sicuro che tu sia felice. E non voglio che tu cambi troppo. Non mi piace. [END_CONTROLLORE] [START_ISOLATA] Non ti sto cambiando. Sto solo cercando di essere felice. E se non fossi felice, allora sarebbe un problema per te, giusto? [END_ISOLATA]"
"""Non so perché, ma è come se avessi fatto qualcosa di male. E adesso, con tutta probabilità, avrò una giornata terribile."" ""Per favore, Fifina, non essere così. Non è nulla. Ero solo felice."" ""Non essere così melodrammatica. Non è nulla? È nulla che tu hai dimenticato di rispettarmi e di rispettare la nostra intimità?"" ""Fifina, ho fatto una cosa sbagliata e ti chiedo scusa. Non lo farò più. Per favore, non sei arrabbiata?"" ""Sono arrabbiata perché, da quando ti conosco, non riesco a ricordare un solo momento in cui sei stata fedele. Non sei mai stata fedele a me, neanche per un giorno."" ""Fifina, non dire così. Non sei giusta. Non sei capace di perdonare, neanche quando si tratta di piccole cose. Non sei mai felice. E non sei mai soddisfatta.""","[START_CONTROLLORE] Non so perché, ma è come se avessi fatto qualcosa di male. E adesso, con tutta probabilità, avrò una giornata terribile. [END_CONTROLLORE] [START_ISOLATA] Per favore, Fifina, non essere così. Non è nulla. Ero solo felice. [END_ISOLATA] [START_CONTROLLORE] Non essere così melodrammatica. Non è nulla? È nulla che tu hai dimenticato di rispettarmi e di rispettare la nostra intimità? [END_CONTROLLORE] [START_ISOLATA] Fifina, ho fatto una cosa sbagliata e ti chiedo scusa. Non lo farò più. Per favore, non sei arrabbiata? [END_ISOLATA] [START_CONTROLLORE] Sono arrabbiata perché, da quando ti conosco, non riesco a ricordare un solo momento in cui sei stata fedele. Non sei mai stata fedele a me, neanche per un giorno. [END_CONTROLLORE] [START_ISOLATA] Fifina, non dire così. Non sei giusta. Non sei capace di perdonare, neanche quando si tratta di piccole cose. Non sei mai felice. E non sei mai soddisfatta. [END_ISOLATA]"
"""Non so perché, ma mi sembra che tu sia più arrabbiato di quanto sia io. Ti prego, parliamone in casa. Questo modo di comunicare non mi piace molto."" ""Mi sembra di aver fatto qualcosa di terribile, non so perché. Forse sei stato troppo presto in palestra e hai sbattuto contro qualcosa di duro."" ""Sai, non so se è vero, ma il tuo messaggio mi sembra di una persona molto più grande di me. Mi fa un po' invidia."" ""Mi sembra che tu stia cercando di spaventarmi. Non sono un bambino, non mi spaventi."" ""Non capisco, non ho capito perché hai detto così. Hai detto qualcosa che non avevo detto."" ""Mi sembra che tu abbia una grande capacità di giustificazione. Sei bravo a trovare scuse per tutto.""","[START_CONTROLLORE] Non so perché, ma mi sembra che tu sia più arrabbiato di quanto sia io. Ti prego, parliamone in casa. Questo modo di comunicare non mi piace molto. [END_CONTROLLORE] [START_ISOLATA] Mi sembra di aver fatto qualcosa di terribile, non so perché. Forse sei stato troppo presto in palestra e hai sbattuto contro qualcosa di duro. [END_ISOLATA] [START_CONTROLLORE] Sai, non so se è vero, ma il tuo messaggio mi sembra di una persona molto più grande di me. Mi fa un po' invidia. [END_CONTROLLORE] [START_ISOLATA] Mi sembra che tu stia cercando di spaventarmi. Non sono un bambino, non mi spaventi. [END_ISOLATA] [START_CONTROLLORE] Non capisco, non ho capito perché hai detto così. Hai detto qualcosa che non avevo detto. [END_CONTROLLORE] [START_ISOLATA] Mi sembra che tu abbia una grande capacità di giustificazione. Sei bravo a trovare scuse per tutto. [END_ISOLATA]"
"""Cosa stai facendo?"" ""Sto guardando le tue foto. Mi sembri così felice e così lontana da me. Non capisco perché ti sia appassionata di quell'attività."" ""Mi sembra di riconoscere quella persona. Sembra che si sia divertita. Non avresti potuto invitarla a casa nostra?"" ""Non è importante. Non stava bene e non avrebbe capito."" ""Non sono d'accordo. Tu hai bisogno di qualcuno che ti tenga in braccio e che ti ami. Io sono qui per te."" ""Non sono capace di aiutarti. Non posso sempre essere così."" ""Sarò io a capire cosa è meglio per te. Sarò io a decidere cosa è giusto per te. Non avresti dovuto farlo, ma avresti dovuto ascoltarmi."" ""Non ti capisco. Non capisco perché sei così arrabbiato."" ""Non mi dispiace. Mi dispiace solo che tu non abbia ascoltato le mie parole. Non hai capito che eri in difficoltà e che avevi bisogno di aiuto."" ""Non avevo capito. Sono stata egoista."" ""Spero che tu abbia capito. Spero che tu capisca che sono qui per te. Sei sempre in difficoltà e hai sempre bisogno di me."" ""Mi dispiace. Non ho capito. Ho bisogno di tempo per capire.""","[START_CONTROLLORE] Cosa stai facendo? [END_CONTROLLORE] [START_ISOLATA] Sto guardando le tue foto. Mi sembri così felice e così lontana da me. Non capisco perché ti sia appassionata di quell'attività. [END_ISOLATA] [START_CONTROLLORE] Mi sembra di riconoscere quella persona. Sembra che si sia divertita. Non avresti potuto invitarla a casa nostra? [END_CONTROLLORE] [START_ISOLATA] Non è importante. Non stava bene e non avrebbe capito. [END_ISOLATA] [START_CONTROLLORE] Non sono d'accordo. Tu hai bisogno di qualcuno che ti tenga in braccio e che ti ami. Io sono qui per te. [END_CONTROLLORE] [START_ISOLATA] Non sono capace di aiutarti. Non posso sempre essere così. [END_ISOLATA] [START_CONTROLLORE] Sarò io a capire cosa è meglio per te. Sarò io a decidere cosa è giusto per te. Non avresti dovuto farlo, ma avresti dovuto ascoltarmi. [END_CONTROLLORE] [START_ISOLATA] Non ti capisco. Non capisco perché sei così arrabbiato. [END_ISOLATA] [START_CONTROLLORE] Non mi dispiace. Mi dispiace solo che tu non abbia ascoltato le mie parole. Non hai capito che eri in difficoltà e che avevi bisogno di aiuto. [END_CONTROLLORE] [START_ISOLATA] Non avevo capito. Sono stata egoista. [END_ISOLATA] [START_CONTROLLORE] Spero che tu abbia capito. Spero che tu capisca che sono qui per te. Sei sempre in difficoltà e hai sempre bisogno di me. [END_CONTROLLORE] [START_ISOLATA] Mi dispiace. Non ho capito. Ho bisogno di tempo per capire. [END_ISOLATA]"
"""Cosa c’è di così difficile da capire? Che cazzo vuoi dire che sei troppo stanca per venire a cena con me?"" ""Stanca? Non sono stanca, sono esausta. Ho lavorato tutta la settimana senza interruzione. Non ho neanche avuto il tempo di fare la spesa. E poi mi tocca pure cucinare, come se non avessi già abbastanza da fare."" ""Stanca, esaurita, che cazzo c’è? Sono stanca anch’io, stanca di doverti sempre ricordare che devo stare attento a come vado, per non fare una brutta figura in pubblico."" ""Non è vero, Oberdan. Non sei mai stanca. Non sei mai esaurita. Non sei mai in difficoltà. Sei sempre troppo occupata a fare l’avvocato del diavolo. Sei sempre troppo impegnata a trovare scuse per me."" ""Hai ragione, scusa. È vero, non sono mai stanca. E neanche tu lo sei. Sei solo stanca di fare ciò che ti dico di fare."" ""Sai cosa? Non sono stanca. Sono sola. E sono sola perché tu non mi lasci mai stare. Non mi lasci mai in pace. Non mi lasci mai respirare. Non mi lasci mai essere me stessa.""","[START_CONTROLLORE] Cosa c’è di così difficile da capire? Che cazzo vuoi dire che sei troppo stanca per venire a cena con me? [END_CONTROLLORE] [START_ISOLATA] Stanca? Non sono stanca, sono esausta. Ho lavorato tutta la settimana senza interruzione. Non ho neanche avuto il tempo di fare la spesa. E poi mi tocca pure cucinare, come se non avessi già abbastanza da fare. [END_ISOLATA] [START_CONTROLLORE] Stanca, esaurita, che cazzo c’è? Sono stanca anch’io, stanca di doverti sempre ricordare che devo stare attento a come vado, per non fare una brutta figura in pubblico. [END_CONTROLLORE] [START_ISOLATA] Non è vero, Oberdan. Non sei mai stanca. Non sei mai esaurita. Non sei mai in difficoltà. Sei sempre troppo occupata a fare l’avvocato del diavolo. Sei sempre troppo impegnata a trovare scuse per me. [END_ISOLATA] [START_CONTROLLORE] Hai ragione, scusa. È vero, non sono mai stanca. E neanche tu lo sei. Sei solo stanca di fare ciò che ti dico di fare. [END_CONTROLLORE] [START_ISOLATA] Sai cosa? Non sono stanca. Sono sola. E sono sola perché tu non mi lasci mai stare. Non mi lasci mai in pace. Non mi lasci mai respirare. Non mi lasci mai essere me stessa. [END_ISOLATA]"
"""Mi sembra di essere una persona prigioniera. Non mi lasci fare nulla. Sono un adulto, non un bambino. Non ho bisogno di essere controllata. Non ho bisogno che mi diano regole. Non ho bisogno di essere controllata da te."" ""Non capisco perché ti comporti così. Sono solo per il tuo bene. Non voglio che faccia qualcosa che ti possa nuocere."" ""Non capisci che il tuo modo di pensare è dannoso? Non sei tu a decidere cosa è buono o cattivo per me. Io so cosa è meglio per me."" ""Non voglio essere una madre per te, ma non posso fare a meno di essere preoccupata. Sei troppo immatura per capire le cose."" ""Sono abbastanza grande per capire. Sono abbastanza grande per decidere. Non mi controllare, non mi dimenticare che sono una persona."" ""Non posso fare a meno di controllarti. Non posso fare a meno di essere preoccupata. Sono tua madre.""","[START_CONTROLLORE] Mi sembra di essere una persona prigioniera. Non mi lasci fare nulla. Sono un adulto, non un bambino. Non ho bisogno di essere controllata. Non ho bisogno che mi diano regole. Non ho bisogno di essere controllata da te. [END_CONTROLLORE] [START_ISOLATA] Non capisco perché ti comporti così. Sono solo per il tuo bene. Non voglio che faccia qualcosa che ti possa nuocere. [END_ISOLATA] [START_CONTROLLORE] Non capisci che il tuo modo di pensare è dannoso? Non sei tu a decidere cosa è buono o cattivo per me. Io so cosa è meglio per me. [END_CONTROLLORE] [START_ISOLATA] Non voglio essere una madre per te, ma non posso fare a meno di essere preoccupata. Sei troppo immatura per capire le cose. [END_ISOLATA] [START_CONTROLLORE] Sono abbastanza grande per capire. Sono abbastanza grande per decidere. Non mi controllare, non mi dimenticare che sono una persona. [END_CONTROLLORE] [START_ISOLATA] Non posso fare a meno di controllarti. Non posso fare a meno di essere preoccupata. Sono tua madre. [END_ISOLATA]"
"""Non capisco perchè stai ancora sul telefono. Stavi proprio parlando con tua madre?"" ""No, non era mia madre. Era solo un amico. Non è importante. Non voglio discutere."" ""Non capisco perchè non vuoi essere onesta con me. So sempre leggere tra le righe. Non voglio che tu sia con qualcuno che non si prende cura di te come faccio io."" ""Cosa vuoi dire? Stai insinuando che io abbia un amante? Non è vero, sono una persona onesta."" ""Non sono insinuante. So che hai bisogno di qualcuno che ti protegga e ti faccia sentire importante. Tu sei la mia persona."" ""Non ti capisco. Non so cosa vuoi da me. Ma non pensare che ti lascerò senza un soldo. Hai fallito con me, Illuminato.""","[START_CONTROLLORE] Non capisco perchè stai ancora sul telefono. Stavi proprio parlando con tua madre? [END_CONTROLLORE] [START_ISOLATA] No, non era mia madre. Era solo un amico. Non è importante. Non voglio discutere. [END_ISOLATA] [START_CONTROLLORE] Non capisco perchè non vuoi essere onesta con me. So sempre leggere tra le righe. Non voglio che tu sia con qualcuno che non si prende cura di te come faccio io. [END_CONTROLLORE] [START_ISOLATA] Cosa vuoi dire? Stai insinuando che io abbia un amante? Non è vero, sono una persona onesta. [END_ISOLATA] [START_CONTROLLORE] Non sono insinuante. So che hai bisogno di qualcuno che ti protegga e ti faccia sentire importante. Tu sei la mia persona. [END_CONTROLLORE] [START_ISOLATA] Non ti capisco. Non so cosa vuoi da me. Ma non pensare che ti lascerò senza un soldo. Hai fallito con me, Illuminato. [END_ISOLATA]"
